,cg03172657,cg02691035,cg08316009,cg08935864,cg07215234,cg00623015,cg06934654,cg10512427,cg07944420,cg06245181,cg10453148,cg26436136,cg21450829,cg27324128,cg17701886,cg01720186,cg15510249,cg19998675,cg04468081,cg25888700,cg01891172,cg01828474,cg20312916,cg06775759,cg21655480,cg13779868,cg14426660,cg24068468,cg27367170,cg15858166,cg26691533,cg07433411,cg15780870,cg00055764,cg17766305,cg05339066,cg06118999,cg18192294,cg06981182,cg11861709,cg06079710,cg15972243,cg18874394,cg24420726,cg25690202,cg21515023,cg08295072,cg21612170,cg08934976,cg06942978,cg24908166,cg24131141,cg01256882,cg27298526,cg06560300,cg06674436,cg11832804,cg08994336,cg07728485,cg13995918,cg04524431,cg25518571,cg17765437,cg06904408,cg03341025,cg02153334,cg16750953,cg22612590,cg13241681,cg23320987,cg14161477,cg21561701,cg03479204,cg08699341,cg13461813,cg04777612,cg13162581,cg05647756
A21,0.490841525545909,0.593932810141287,0.71777441360952,0.601512715025743,0.664480226019818,0.538938151683351,0.68331769482494,0.584741987368407,0.706532825837327,0.457896156618429,0.649313924051868,0.667430925237969,0.639042783456235,0.328583023482512,0.086918183276837,0.153410779607937,0.071877941236114,0.109709214014365,0.882005920118979,0.725578686318944,0.60771176711545,0.75655652264947,0.499782026188548,0.518915867998859,0.553599310304888,0.465704895114438,0.149396144346769,0.086767440160071,0.064240871892439,0.48126868959227,0.542657509937528,0.654747295952963,0.696987266198242,0.741843256731383,0.219770119280646,0.027875339471783,0.072737535560269,0.024257769923784,0.100955751210085,0.094786943736423,0.114212329155496,0.160223215404326,0.590576005069201,0.76147815003332,0.807939121864422,0.443537993474775,0.662235659840786,0.459548144043991,0.673079600900032,0.409149043819582,0.581567223062322,0.278786559581382,0.533510833793509,0.341334703526902,0.5315013961417,0.53530654215217,0.429202540084161,0.61710178268278,0.595917065820431,0.529083719984025,0.341758551973851,0.487331263335585,0.510582185493802,0.440554121454953,0.293272064125082,0.406777061385582,0.62198805195317,0.634319828500317,0.256717147400588,0.740275142861322,0.786780172206755,0.139644491147355,0.26381269068142,0.097248901197573,0.378399194593454,0.928321541265306,0.949171164602146,0.671678019710669
A22,0.949635624218427,0.826508472911902,0.852604930462074,0.915475669526527,0.970740493038797,0.74768940284658,0.967818066104813,0.899486432120904,0.909852891210399,0.899539647233925,0.920796985412646,0.254653289761446,0.296863803766711,0.146653173083831,0.032051197698775,0.044563057691067,0.048513282074003,0.048041293803183,0.2523257231191,0.954241968996964,0.709230268108389,0.887773172813641,0.641394600109256,0.80029678157403,0.676942753143971,0.125045173557757,0.112987869756841,0.052930617953124,0.040466864691544,0.85427478237822,0.799917615473111,0.981723794815547,0.987293059496569,0.861702960283745,0.054666364551087,0.697317072155122,0.586154321086943,0.524444844980136,0.720968336816282,0.641238482270676,0.813480974827073,0.785623085269466,0.356584222291266,0.364047393919861,0.350008483275466,0.951498931781923,0.86761470939291,0.883355469407716,0.971474013266582,0.777606963796442,0.958168558588836,0.965576624627304,0.885929096525516,0.964339281717927,0.984178791441184,0.984479965789163,0.941657322776748,0.978579644175113,0.980149615868899,0.974559614942994,0.964085226089407,0.951118931224537,0.650985394206919,0.498919333961884,0.326656096190991,0.531883153697733,0.793520564846453,0.315383497409468,0.259068392464356,0.138382831530648,0.44829858546197,0.063174694284336,0.093759327325387,0.130924696242764,0.223468229355478,0.985190203558455,0.984735323907803,0.943236774152672
A23,0.951183535347737,0.929009995613677,0.928325956706187,0.868807637998103,0.982935131882522,0.884143554356603,0.985207912053144,0.892006360793031,0.914632037170058,0.905734550794935,0.966013393796102,0.20556329056391,0.278085339800641,0.161115070847102,0.0596112869717,0.120614495613769,0.05674152391219,0.098769088849931,0.087861598340589,0.967854483470977,0.960057818912807,0.973004357041282,0.903659767673852,0.87015225795651,0.939372918071796,0.331286046894455,0.126852671229317,0.040157088158571,0.04188653160465,0.866670236546996,0.817050064159275,0.978879816645017,0.987032637292852,0.784600599337369,0.094176533770625,0.946184645421479,0.908309365799161,0.935312089954017,0.939273934904891,0.81757577947749,0.911760326324472,0.937415391753932,0.154646531832865,0.112297924074574,0.117895639968583,0.965126938488476,0.938380087117979,0.873331160443583,0.971420901978283,0.9602775246497,0.972221362901493,0.975475032152657,0.89018154934138,0.965403592586929,0.979214280200054,0.989742596640436,0.988952379947029,0.973324410867097,0.987463745767003,0.984626518785706,0.952257440674939,0.977542535037101,0.925280255956218,0.962727270986967,0.691441027823771,0.803925125753145,0.953660045429057,0.357586917711339,0.047664441995651,0.120377290079159,0.177147669510065,0.027098764068605,0.029505760000777,0.024044981407359,0.211772043123243,0.987941264288262,0.98036020210156,0.855571566565016
A24,0.951367015382709,0.935696095413657,0.915645059713908,0.578050095884146,0.97485226303452,0.910415667597895,0.953688733131805,0.936121411046513,0.889483538346559,0.895394834034927,0.904371511591386,0.218540814459345,0.262179981044354,0.12526436313928,0.055795555589101,0.071466081889614,0.048588959020696,0.05262896045102,0.182331934246644,0.962898275873092,0.957327436413272,0.977054139743116,0.9508149352094,0.959731123033672,0.946519464627559,0.649408341660823,0.474184126831593,0.12296326284223,0.086924647072731,0.879888880803315,0.848425766745045,0.989682339982585,0.991731013017145,0.943046138693445,0.142646479664681,0.890725689661449,0.896810817723625,0.779944843607376,0.932786574481788,0.887768372739884,0.876219782867727,0.819302222848445,0.661709112017939,0.926663072966612,0.90563082523452,0.954484397641683,0.886762961526858,0.946926021417941,0.910454674849345,0.749443111538167,0.919324907866264,0.538739151445866,0.66713875610759,0.712719813077014,0.978979049899134,0.978500153987659,0.775977970061402,0.963897377123087,0.828668114982646,0.954287006220342,0.86749658461621,0.850540337693051,0.685736528790162,0.52225283045281,0.132431576615532,0.504117876078962,0.737402666278943,0.255201229021222,0.036562473369221,0.481842944010866,0.427478290898388,0.026023684875706,0.043843095511311,0.029209802315168,0.123205422150301,0.988741045115544,0.984357192370223,0.905294216619429
A25,0.951555948743092,0.876009571172891,0.901523452149994,0.924135841322193,0.968862732152474,0.973145890045898,0.967335968862895,0.939505498427364,0.911568159059306,0.937640630538108,0.806444561872462,0.248273030506196,0.261955801349817,0.095266669404368,0.033803237176503,0.031875594860049,0.021735557064272,0.040911127232129,0.228121446995758,0.931231250116709,0.895744421515723,0.935631171816867,0.755924751180761,0.784818115790335,0.545381833257958,0.254229280410003,0.093082214079231,0.104889465320129,0.046182927425143,0.840555137637787,0.743860064205514,0.909923875689157,0.950662166586403,0.706449869969756,0.197195669873911,0.037925798936133,0.044289016361295,0.026312048887685,0.074399066564663,0.080438296878083,0.23255637220842,0.360533530846346,0.344930377043247,0.357864119476017,0.315395104262964,0.912174530440808,0.705058639884785,0.949942539902393,0.967580547766192,0.609474393845249,0.962441583904276,0.969885360277881,0.844353887196085,0.965953502644545,0.982202338407058,0.982141016693367,0.725111113917891,0.975227078287805,0.89787461324301,0.970716379618201,0.96480466904165,0.905754338050042,0.899817696670517,0.676361679962334,0.52258861716589,0.605828524996249,0.599053372952187,0.278563153348579,0.253129033747128,0.72443331995527,0.753034009844166,0.324636838118727,0.409705401608329,0.323247982341076,0.230753222386519,0.987445307936792,0.985701416452188,0.926874540832997
A26,0.964258099782559,0.909655109849743,0.882608923705796,0.873029147621321,0.96370252655286,0.848379516288401,0.952360224173547,0.924172602798807,0.905617944931854,0.85475487362498,0.840785977568462,0.412112840240168,0.308200865228578,0.072210574735468,0.040573095896252,0.034702548140032,0.030534057456612,0.055921222949344,0.286793530636814,0.81534378340079,0.685491766011764,0.933765181933746,0.827124642648017,0.903621248624486,0.909169992670229,0.301598808655283,0.185362971649058,0.080522069722523,0.062248004574907,0.484652438066848,0.621219093947552,0.905816601539313,0.936374853891142,0.950096658138593,0.144408276142675,0.159537733715948,0.188472564855872,0.060983575477722,0.217785569033304,0.212636127641618,0.396408789188605,0.65329250218513,0.309242683873367,0.280698499893852,0.254780762631217,0.838536385612445,0.781298950856611,0.931534166495042,0.948751269020773,0.855816492676522,0.969822246943773,0.920031491632159,0.893699672408355,0.968054579884519,0.981243004719647,0.984412118913238,0.919018295673155,0.978744926055593,0.941466640464772,0.97587961567896,0.95155679008577,0.932883487598809,0.806855765944481,0.952542262350071,0.869564045269805,0.782855198536146,0.851234275331672,0.167164535652899,0.157256863809612,0.721956446917754,0.766300237773168,0.103120985523883,0.156150030283426,0.062289254325784,0.342077199207849,0.97231851264426,0.979000266843358,0.71791506984504
A27,0.573060433095282,0.579199925868482,0.543804553943062,0.688263796700342,0.632181090526938,0.615884388267998,0.647929543411971,0.726343604670188,0.716380129765251,0.533925018133297,0.611526069998243,0.581436599659182,0.575672639588673,0.216195462818255,0.057237720688007,0.091171209427949,0.046890247297982,0.115945430861465,0.301502001385697,0.887433060657145,0.890179954936555,0.901444537396272,0.752929937576325,0.686125465473357,0.855382278672134,0.782572644369777,0.870024457188096,0.705259455888188,0.707135102589042,0.763203513527719,0.871943416094933,0.985561255230982,0.988831329939655,0.886094693677591,0.543883265541055,0.048962899926266,0.091267333804076,0.048147250426618,0.11799758848029,0.110577535614731,0.139186853713281,0.169839830928109,0.350406762012461,0.386843252307873,0.377924527971813,0.398495876590344,0.354910700153656,0.365974804133341,0.482070769792359,0.317702598802752,0.447756396978832,0.221917545816499,0.424574460087026,0.253863490695124,0.478446578061315,0.484145239950651,0.356140138515271,0.5290231833312,0.560420479579311,0.444912624980765,0.537634990572937,0.497612699572398,0.494866393397303,0.427166482326317,0.191801579095135,0.36280644093503,0.551245594667903,0.379419754194077,0.150619211898923,0.940649737969471,0.984458401096022,0.960334794333853,0.958775359405386,0.904126404111639,0.308348994075074,0.987256077657975,0.985288904010598,0.981706265106327
A28,0.953328398835617,0.942348459504368,0.898154467735503,0.890442446905108,0.979198960741436,0.819207782653529,0.983131937233201,0.928092446604382,0.901806913597413,0.929875723610126,0.962932126651422,0.191039688658779,0.248405407525835,0.133993738289871,0.055676605452774,0.106019180801356,0.057763493611673,0.090408324035687,0.092001332106823,0.967218857202042,0.969496545280681,0.984633201885671,0.941865572554635,0.942175331896758,0.818792287374695,0.30158221438869,0.135060597841372,0.050167136154724,0.031469340241145,0.768855641052467,0.890857869823732,0.98094364939261,0.989735318272453,0.92642021510636,0.105572221562699,0.449094157831453,0.454913216275996,0.24153146936317,0.684302433463836,0.503793463069661,0.734659400104118,0.725228495402337,0.083693337567923,0.041244239660959,0.043095515681677,0.975441043408681,0.91925379937797,0.908327983846291,0.967597178700815,0.831993298718266,0.976194390405321,0.953922031568742,0.893533450503693,0.878782179571216,0.975005191744211,0.986137790599635,0.982244757256988,0.965878816682204,0.985142231156914,0.98067331908971,0.962418725670236,0.985273798106416,0.939311378245561,0.977261556128284,0.782907645886101,0.949196852711546,0.949783567020941,0.451840831386813,0.130983144789699,0.118210006779005,0.061716783387312,0.018193023954725,0.030451133672726,0.016279438205078,0.167506655676617,0.984677877186926,0.981469597566956,0.951629629026181
A29,0.966082414038305,0.962214045561907,0.926855301748682,0.934895478203226,0.978449060250361,0.975578203436845,0.985951965668123,0.948979291584128,0.941679814585755,0.933231164894969,0.978565691597198,0.280099980636773,0.183844994638458,0.127575433599678,0.048473756607414,0.085896744440969,0.036456061912854,0.058137883042342,0.192865845646622,0.899375503266201,0.368250020670099,0.394726664373596,0.145876559803168,0.358572317533902,0.316043852788242,0.529791757776303,0.228483469484045,0.066974255567664,0.061478904073047,0.884824302869436,0.874294056328641,0.989964154657088,0.992615387584483,0.970543130754839,0.465644530915411,0.052289832981851,0.107212138227133,0.059982063194194,0.097553022085371,0.118488483175603,0.191086677850493,0.243687764609297,0.289915596271519,0.222673766934549,0.268191920405296,0.98600998248576,0.943391525225179,0.965004671233277,0.97490919333158,0.890089400064694,0.982593156492541,0.975635863666017,0.931773530862603,0.941977036377676,0.979136711763361,0.989270747197783,0.989473980035852,0.978487653751079,0.989810873700494,0.98435426967063,0.968523748009425,0.984120329636487,0.939879138401285,0.832235263477257,0.683184108097548,0.709006805279791,0.937221554211091,0.267277803022522,0.090763308025941,0.794299098132498,0.803731667316453,0.275878470577705,0.37726568136264,0.273447852735564,0.645541913062974,0.991432764882382,0.989418724090591,0.979940599341334
A30,0.96348021567854,0.963400144205998,0.918989206257358,0.873967207954754,0.984492928172642,0.822148800240104,0.965979529141265,0.890696409027085,0.930813201498355,0.94453941993893,0.967962651864142,0.284113509445375,0.28628337644402,0.149948643195693,0.048691490001793,0.066102149842335,0.0366705368891,0.056568209678575,0.097753704790631,0.952259095882094,0.952889495007413,0.968625353336837,0.932781400145279,0.866733259939833,0.914762603922254,0.258665803479223,0.090297981657725,0.04655815159918,0.040051612407763,0.903363026224562,0.886547403582543,0.986330312546591,0.99016385216873,0.865270452735449,0.107056275638168,0.906965435849943,0.921323732023847,0.844504912893362,0.909282322759465,0.83548699719374,0.91012564576287,0.868879320106217,0.187482404308967,0.09887363895539,0.132775921405566,0.980428928458918,0.943865996044237,0.870223470101257,0.958544038591794,0.94408109081138,0.977620388672282,0.985407964115376,0.869140853726784,0.96363196457013,0.98344083718263,0.988635660503769,0.973045014045637,0.979170590336169,0.983524507515551,0.982194534517118,0.956281275652513,0.977530585339795,0.944694362626558,0.84884667868858,0.901737024233254,0.73373965373657,0.939467216088808,0.358748109629579,0.116196993760789,0.233331351870035,0.346661025029921,0.040793411206986,0.086709397081409,0.03481055104037,0.270534224116488,0.989393680568705,0.988137472181115,0.940305373903024
A31,0.970095508930574,0.959812954445085,0.853782123645762,0.902532071553617,0.975685116047958,0.97281114225847,0.975882652909286,0.95097495086896,0.902490748567937,0.958450321891586,0.887861328837804,0.244082570744155,0.147891844612135,0.056380559010841,0.060320454509524,0.030958930192755,0.033002184023742,0.038682049935895,0.180625553097391,0.928197934492301,0.969014906294364,0.977626156590058,0.936936341851851,0.914659200108515,0.837510077655534,0.219160449517154,0.085838237547958,0.079517494242418,0.029363036429768,0.930374453912663,0.768586311265182,0.982617823161121,0.988121147960111,0.949791925039574,0.374826903928646,0.929486391764985,0.942523973043864,0.970441826846928,0.914653141048296,0.842105489984818,0.925292637377214,0.916581991148508,0.249011543255495,0.197997651453725,0.179080864320432,0.380306229368504,0.922425112719214,0.922155737569293,0.974049791679267,0.864389056778221,0.975843755611153,0.982034563068394,0.856769576512687,0.970508045529274,0.985077724696013,0.987033421483705,0.977682414359837,0.985874662772534,0.986429734427697,0.98037141021042,0.967253121169794,0.87493916509847,0.899091566778584,0.970955450371419,0.897743865020737,0.941095323791148,0.894668190955382,0.09913551557463,0.045558774880866,0.258662827011457,0.392223481454035,0.026590417600178,0.046275315187571,0.036836874256474,0.084416065034223,0.988189874153689,0.98932298651168,0.984152559810535
A32,0.964505501144951,0.947739735085903,0.922598796811054,0.904243577818755,0.983481553847366,0.732996092144765,0.982097128676364,0.933248803732602,0.930454417432613,0.921072381696918,0.940375522683403,0.401746877865297,0.251304872830538,0.10968629818814,0.057966160099085,0.05875708546859,0.045839527418674,0.060939905511104,0.108815810448466,0.946519429897631,0.919899539461944,0.976828347967044,0.901048586113211,0.876308765087282,0.927701567792067,0.219913637809631,0.090409316881536,0.029640589890418,0.034332566168087,0.900617803959056,0.837393798357396,0.986852608342124,0.993216325552428,0.787176640436424,0.10183836889876,0.029724725034902,0.089039706728991,0.020687391528704,0.148054428481563,0.141031836288861,0.2524877843393,0.24438026497653,0.1828871675882,0.117499954506934,0.148221910087286,0.964039278641463,0.907796373819135,0.77642583533704,0.979015277332378,0.736848923503826,0.978605584291208,0.976395137509419,0.859959536737409,0.960223785384212,0.985132400344977,0.989020187037806,0.972812867900164,0.980573171691688,0.988469851365155,0.983375051020888,0.962555142771098,0.91696411678667,0.758166327807703,0.836939544908903,0.624321554157165,0.703787729884738,0.93282126644021,0.291215450393086,0.061589571344357,0.118341427609632,0.201298281903181,0.031061675785309,0.055318910447064,0.029831531847142,0.172917382245185,0.977276255188763,0.982839967596612,0.87792229228475
A33,0.93610161839519,0.856314079621944,0.879306415488978,0.891491054474832,0.977141435229295,0.892111704110395,0.952021820088846,0.917537235587529,0.931429999525172,0.935828793693541,0.953236854192668,0.296989451551946,0.366927148729283,0.178343017924598,0.040561158282755,0.075422357173041,0.055165842132079,0.070308609017297,0.283379345914189,0.886231919688786,0.682172881151479,0.879744090744116,0.717802658945783,0.7248108716971,0.559894048264129,0.272203864147239,0.127949531755616,0.059071577421804,0.046974545919088,0.922665583071788,0.882207351483069,0.980744681457423,0.990049184887411,0.948589890220436,0.129281840149733,0.746549806322294,0.819171346960214,0.872545173417941,0.858666757597532,0.749926776279584,0.838162198144461,0.844386291743776,0.298935167222652,0.344580822435764,0.355868951116667,0.930577816485782,0.659838137692007,0.722993404622467,0.944294166021198,0.585310125908649,0.80980764238854,0.567710404370139,0.797582557364691,0.937879594308934,0.975634197320221,0.983168376358007,0.895153256161121,0.971745928764127,0.930563213227661,0.936109734188349,0.955404638297583,0.849792603720098,0.833145216603957,0.500415781550259,0.393053754967154,0.429095732365972,0.714822778827715,0.619582984600681,0.468652663317509,0.175406884471204,0.387940883099557,0.044475401938157,0.119025736698873,0.057426375002744,0.31024760317531,0.987977214846036,0.985815935073084,0.981491194969039
A34,0.960604708002572,0.955645435348036,0.836188191887651,0.841501798868634,0.97863292130039,0.875478874391503,0.985558346639326,0.933012281703154,0.907379681420945,0.923663020127623,0.961172964417526,0.061349521046836,0.079090286332934,0.083041498265117,0.043385585399863,0.05415929357894,0.033684017312,0.083570685776662,0.090926147603333,0.98481474396188,0.953229904405245,0.984922784823644,0.947597316210883,0.709255088141532,0.715178471936499,0.306085129844003,0.141382390633327,0.033930985923489,0.035573944336918,0.789008937472162,0.86134116784218,0.987786926146557,0.989809766414554,0.958781129979929,0.056672252709176,0.400472019206962,0.390174153812312,0.198678918113325,0.593004876823255,0.463096044956719,0.692430485790868,0.648169369268919,0.090878267068766,0.034922741247602,0.038898604805545,0.969549355243747,0.943878017309041,0.795387464662102,0.973168249281046,0.941304387894316,0.97645768686386,0.962792339867087,0.852881890725015,0.961835623890356,0.972980180762426,0.98695329466937,0.984690071562527,0.98038976683923,0.98931472447272,0.981046655137274,0.952238777622743,0.966104446762628,0.91994633220661,0.978122887896948,0.933135441238689,0.96009708197971,0.936867941147248,0.662938800375952,0.681215472658089,0.106232287570217,0.033725092943069,0.013681024021236,0.019389532664701,0.021289143895152,0.124529929591253,0.987478905070177,0.98796769455846,0.98196174804749
A35,0.958116054067198,0.955083478213981,0.921913297437284,0.950193065148901,0.986781417851122,0.972478340666268,0.984833679735298,0.948163785492959,0.939431110361967,0.964079518380859,0.94476077742894,0.768711764532712,0.57883235056567,0.325359740809943,0.091001415039946,0.088038278026435,0.057728631970741,0.100719667013327,0.262270471198677,0.839943356655833,0.832732104755143,0.82627894972635,0.684274071852362,0.691897156199388,0.838662762558678,0.343139678767669,0.10694619908332,0.061188931798674,0.037983505246955,0.864871482807432,0.818587917036787,0.986656247212004,0.990809025600292,0.886431668236096,0.155202785877698,0.042125550687868,0.051559993975555,0.030962419873674,0.055628114060664,0.09420301016406,0.118126140452972,0.12791366013184,0.416468450712086,0.429751520675912,0.417129928998405,0.969911876924017,0.948400177692176,0.920202652690934,0.97990810326154,0.976893389120511,0.979158865351675,0.97201824674844,0.898508814265889,0.963574148205001,0.98575541274639,0.984722270373505,0.973781947777036,0.978159285451286,0.977613444149127,0.985651130696224,0.97087140867881,0.924065007626879,0.913521150000658,0.591079686688065,0.442620948928646,0.528727813732059,0.807961990257066,0.45349134940449,0.260098572096306,0.269158477742627,0.51239903815741,0.091719856885131,0.18364111774896,0.099908466443246,0.350029992192886,0.990982976606076,0.989375240912714,0.963632818679716
A36,0.217852442132691,0.365139375229345,0.352592642630025,0.481817669722892,0.432214350857967,0.429970872105741,0.437336294942504,0.416784440554576,0.412762737530278,0.308033273558306,0.369819748986006,0.641773772128291,0.734851364514747,0.354442843351104,0.100938276886353,0.131401189952464,0.086818311624306,0.102652615813917,0.914172947386912,0.579306011317084,0.61710979435503,0.630488048768289,0.498879037708368,0.483390609348522,0.652150608362142,0.552982374294071,0.136812636241956,0.173133547520478,0.131718229999647,0.715906064012736,0.709001668178397,0.759171216171216,0.780037480618163,0.601507287058017,0.717554770449697,0.047725544315543,0.110649989685127,0.032209212918302,0.151676729071959,0.141837796871397,0.171573709215657,0.188434038805406,0.799843046758855,0.969338093438816,0.973452587849856,0.52899087606061,0.566501412791081,0.432909193740228,0.577786598021646,0.431813963571789,0.549727213522591,0.252164602863973,0.560644600664114,0.414019610660718,0.569801764199956,0.538141512421135,0.502821226411851,0.560549220872385,0.608309661797453,0.573442163970483,0.615137232881878,0.55211433314374,0.573522269664621,0.467468116536868,0.418530749509484,0.449972332291343,0.616158850997983,0.898923286117725,0.927486989284779,0.91109643989359,0.985346106872084,0.946321193770183,0.957329556361627,0.93440931877661,0.545640771523711,0.580937344801948,0.513976212038987,0.473360935487297
A37,0.953842003229522,0.965976457050482,0.86926019410224,0.854564302664613,0.981406996429487,0.939282641970495,0.972226826361966,0.932064614744953,0.919204158974305,0.881615948407153,0.944366170072558,0.285060235943034,0.248005832077485,0.198504763545706,0.048634929581882,0.073282271560112,0.05549000386775,0.081450060530312,0.078116251142438,0.958311867127095,0.968136592664733,0.987251058974886,0.953508916420169,0.954127029634821,0.957817206330508,0.146548120063155,0.115824644343368,0.035157687718765,0.029734562760722,0.913456000589988,0.782036265554326,0.986393486311744,0.991657737607536,0.728542451784027,0.053423111888561,0.961062647367175,0.946945723338915,0.964160588120282,0.951890129068699,0.896086714173026,0.944888618954618,0.895891399800024,0.063189880627156,0.034173436137807,0.040092816394736,0.978885314179813,0.83290685600605,0.898536215357892,0.963527644594334,0.928507054629039,0.714472694053641,0.569577060431632,0.749085937085789,0.664799379654715,0.978423499599272,0.989386361786476,0.871323649606988,0.976232288729883,0.976687332653661,0.972869355574579,0.966965025780745,0.963973854699992,0.907814882369959,0.48404362347238,0.424001256839858,0.472416590773913,0.738540412634329,0.16571505373286,0.031926224057048,0.118413996884278,0.0903322485586,0.01487164058615,0.025525487577739,0.013483380313124,0.11352764182918,0.986393447272679,0.983134318409154,0.882437391527928
A38,0.927581198575207,0.876249911406755,0.903452290893679,0.878500510111617,0.97621503612713,0.930512253544417,0.955122800753876,0.933175752411607,0.910990769992317,0.913628283024735,0.93362256586831,0.912640596785641,0.891618151321491,0.573196717939079,0.205685334064998,0.306329922871007,0.126771387353009,0.179966675399446,0.934689256931117,0.937937317058263,0.953739009010065,0.938135573623135,0.833442843520506,0.739845726116014,0.914738258130837,0.402380628096403,0.139209095146411,0.05081989358933,0.054439714713684,0.764185028308226,0.741192637000394,0.863732878206722,0.917684266085369,0.915543054021173,0.485372273152626,0.868191507097806,0.856745997245826,0.787967489993376,0.915522622966524,0.819756199297395,0.921923758367315,0.883315638142491,0.307209088013064,0.2378545429579,0.322664813797724,0.117750811379814,0.448872838822949,0.361323416823434,0.476891407596037,0.32401221652003,0.539297836159046,0.116656831728403,0.480199157509212,0.325533730045135,0.436075847559766,0.447504702964112,0.417052753518618,0.51479428366457,0.535422464238595,0.401066108318707,0.443046109755262,0.361170052698371,0.515812317148377,0.404972594906192,0.199603998765531,0.347455596228213,0.551001151493016,0.75783063757052,0.20775512490641,0.905483102622561,0.981485183107588,0.944031910901708,0.94516576713038,0.923244932162556,0.580585780532318,0.95936450779344,0.943160577786686,0.847569327574847
A39,0.84285587520113,0.668023060508662,0.914233495687449,0.852758597523159,0.96167058057313,0.896040863842389,0.754110588248295,0.901650443157137,0.890036037317707,0.815302829749612,0.816593687539391,0.531655320575427,0.588876201708112,0.163792976318486,0.068864381179447,0.10092640349633,0.055077464773728,0.073791924779253,0.486497107434024,0.861736924934402,0.800805146427975,0.789243111049419,0.617331260978935,0.440771585891858,0.580879823047351,0.192766296286729,0.373195703356444,0.106776523657453,0.101058050919924,0.838869606047975,0.847524508256197,0.983639057848147,0.985938126404792,0.867597059785798,0.310631155701405,0.18432945344151,0.535172262785308,0.159834122693652,0.534819575621378,0.259509853453811,0.745462818827397,0.680561850514303,0.811645562157034,0.967816673082369,0.961639995570142,0.912945261023966,0.717517414885111,0.636238774599615,0.937911388964173,0.348354225945764,0.755156179920717,0.857219422872194,0.871098335155952,0.939881737623884,0.935736884491958,0.98355131788529,0.751047670330035,0.973181812244554,0.885461470921353,0.97384638469466,0.927619997917995,0.741745333041314,0.715445760010429,0.468006005240637,0.528064597872034,0.504092077831611,0.678641233819689,0.666949137580174,0.301862854621596,0.59240838617388,0.825249729586197,0.069365038337172,0.180034006166414,0.092265986063561,0.63599039527788,0.98593438918365,0.983881791258475,0.955719576014445
A40,0.949995590813617,0.958478960307809,0.934625879815039,0.933354728763347,0.987173371442806,0.969328628050543,0.970471970509723,0.944823677761288,0.93454842373781,0.948367089669133,0.958102142730549,0.398062305620691,0.495312967506616,0.203895320876524,0.091463143162828,0.114574498133615,0.046880107199134,0.091069851539442,0.092368660365727,0.96581007286032,0.642200955881677,0.976393862754278,0.915562911327134,0.893283887244518,0.536348622447081,0.392571849770207,0.166296270459068,0.041758816133504,0.037814566654884,0.627470143309888,0.668988887903223,0.909137932581576,0.935406692013133,0.776550131432772,0.169790854851074,0.063119252742778,0.194198855667171,0.060625405560085,0.257638264462618,0.176736508039091,0.420079845879333,0.414702776842671,0.131340725897476,0.11840897553487,0.081775595823025,0.977655889011484,0.532571729072096,0.759765278773406,0.9676659252449,0.802397123924693,0.967421800292288,0.972095682642522,0.882446007711526,0.933494269254347,0.980725380765346,0.985803207049141,0.805019773035804,0.974965664248703,0.90932522402151,0.984824816057971,0.927606789804721,0.7151533193435,0.927260964633529,0.812047450508677,0.858596929702613,0.661669639485334,0.863791077528346,0.829081021447367,0.572435995415413,0.936354845492223,0.98583090095724,0.945519558659144,0.954946204442156,0.923679410743044,0.83947086719057,0.672803614757291,0.636531806080673,0.385437363165568
A41,0.949800538694152,0.96142132062389,0.81001599868235,0.918480666357894,0.983751035612618,0.938094987036665,0.840986920830336,0.928538521319218,0.942878028281842,0.966221235991437,0.920363007997662,0.277232325878294,0.488292890537944,0.182407313341948,0.070613685524726,0.098607031002952,0.065028422816403,0.094294196044864,0.138610221321656,0.919461653546376,0.913504557083243,0.926021173483422,0.825575746719246,0.790572251422394,0.866697347720438,0.299153904735184,0.128153983989754,0.02639708687423,0.029616943981994,0.859571300044246,0.790701165785563,0.934669674222512,0.972902141738553,0.753312005474268,0.177861757732062,0.486109780549033,0.612549057142068,0.448334702249058,0.716566735778676,0.490019160304444,0.619042523153261,0.573187382427319,0.448886241170866,0.648788437656971,0.614084592934656,0.685640772025644,0.745315747643908,0.877178311734167,0.719252828851014,0.332268370125547,0.665510305810695,0.32206576289213,0.705156995826689,0.879624079352364,0.956071158209011,0.952940463163929,0.526385133788399,0.678445286475949,0.699029302479628,0.693834210343114,0.921631956137455,0.714082534307538,0.797889844545627,0.452363926856633,0.231937911504057,0.419762038788049,0.747040303275971,0.467305108720485,0.120954187060201,0.937591421255059,0.984585223681051,0.928583552801965,0.926539897707179,0.789270191982438,0.607268576293706,0.975916667488762,0.971445721793319,0.725588256954116
